@relation training_tutorial1-weka.filters.unsupervised.attribute.Remove-R23-25-weka.filters.unsupervised.attribute.Remove-R20

@attribute PosX_P numeric
@attribute PosY_P numeric
@attribute IsLegalNorth {0,1}
@attribute IsLegalEast {0,1}
@attribute IsLegalSouth {0,1}
@attribute IsLegalWest {0,1}
@attribute IsLegalStop {0,1}
@attribute PosX_G0 numeric
@attribute PosY_G0 numeric
@attribute PosX_G1 numeric
@attribute PosY_G1 numeric
@attribute PosX_G2 numeric
@attribute PosY_G2 numeric
@attribute PosX_G3 numeric
@attribute PosY_G3 numeric
@attribute Dis_G0 numeric
@attribute Dis_G1 numeric
@attribute Dis_G2 numeric
@attribute Dis_G3 numeric
@attribute Dir_P {North,South,East,West,Stop}
@attribute Score numeric

@data
6,5,1,0,1,1,1,8,7,11,9,8,7,15,9,4,9,4,12,North,495
6,6,1,0,1,0,1,7,7,11,9,9,7,15,8,2,8,4,12,North,594
6,7,1,1,1,1,1,7,7,10,9,9,6,15,9,1,6,4,10,North,693
7,7,0,1,0,1,1,1,1,10,8,9,5,15,8,-1,4,4,9,East,892
8,7,0,1,0,1,1,1,1,9,8,10,5,15,8,-1,2,4,8,East,891
9,7,1,1,1,1,1,1,1,3,1,11,5,15,8,-1,-1,4,6,East,1090
10,7,1,1,0,1,1,1,1,3,1,11,5,15,7,-1,-1,3,6,East,1089
11,7,0,0,0,1,1,1,1,3,1,11,5,16,7,-1,-1,2,6,East,1088
10,7,1,1,0,1,1,1,1,3,1,11,5,17,7,-1,-1,3,7,West,1087
9,7,1,1,1,1,1,1,1,3,1,10,5,17,7,-1,-1,3,7,West,1086
9,6,1,0,1,0,1,1,1,3,1,11,5,16,7,-1,-1,3,8,South,1085
9,5,1,1,0,1,1,1,1,3,1,11,5,16,7,-1,-1,2,8,South,1084
10,5,0,1,0,1,1,1,1,3,1,11,4,16,6,-1,-1,2,8,East,1083
11,5,0,0,1,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,7,East,1282
10,5,0,1,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,8,West,1281
9,5,1,1,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,9,West,1280
9,6,1,0,1,0,1,1,1,3,1,5,1,16,7,-1,-1,-1,8,North,1279
9,7,1,1,1,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,7,North,1278
10,7,1,1,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,7,East,1277
11,7,0,0,0,1,1,1,1,3,1,5,1,16,6,-1,-1,-1,5,East,1276
10,7,1,1,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,5,West,1275
11,7,0,0,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,4,East,1274
10,7,1,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,5,West,1273
11,7,0,0,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,4,East,1272
10,7,1,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,6,West,1271
11,7,0,0,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,4,East,1270
10,7,1,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,6,West,1269
11,7,0,0,0,1,1,1,1,3,1,5,1,15,8,-1,-1,-1,5,East,1268
10,7,1,1,0,1,1,1,1,3,1,5,1,15,8,-1,-1,-1,5,West,1267
10,8,1,0,1,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,7,North,1366
9,8,1,1,1,0,1,1,1,3,1,5,1,16,7,-1,-1,-1,7,West,1465
9,7,1,1,1,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,6,South,1464
10,7,1,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,4,East,1463
11,7,0,0,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,3,East,1462
10,7,1,1,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,3,West,1461
11,7,0,0,0,1,1,1,1,3,1,5,1,13,7,-1,-1,-1,3,East,1460
10,7,1,1,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,4,West,1459
11,7,0,0,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,4,East,1458
10,7,1,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,4,West,1457
11,7,0,0,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,2,East,1456
10,7,1,1,0,1,1,1,1,3,1,5,1,13,7,-1,-1,-1,4,West,1455
11,7,0,0,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,4,East,1454
10,7,1,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,4,West,1453
11,7,0,0,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,3,East,1452
10,7,1,1,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,3,West,1451
11,7,0,0,0,1,1,1,1,3,1,5,1,13,7,-1,-1,-1,3,East,1450
10,7,1,1,0,1,1,1,1,3,1,5,1,14,7,-1,-1,-1,3,West,1449
11,7,0,0,0,1,1,1,1,3,1,5,1,13,7,-1,-1,-1,3,East,1448
10,7,1,1,0,1,1,1,1,3,1,5,1,13,6,-1,-1,-1,3,West,1447
9,7,1,1,1,1,1,1,1,3,1,5,1,13,7,-1,-1,-1,5,West,1446
10,7,1,1,0,1,1,1,1,3,1,5,1,13,8,-1,-1,-1,4,East,1445
11,7,0,0,0,1,1,1,1,3,1,5,1,13,8,-1,-1,-1,4,East,1444
10,7,1,1,0,1,1,1,1,3,1,5,1,13,9,-1,-1,-1,5,West,1443
10,8,1,0,1,1,1,1,1,3,1,5,1,13,9,-1,-1,-1,3,North,1442
1,18,0,1,1,0,1,5,9,11,3,17,6,25,13,13,25,28,29,Stop,0
2,18,0,1,0,1,1,5,9,11,4,17,6,25,13,12,23,27,28,East,-1
3,18,0,1,0,1,1,5,10,11,4,18,6,25,13,10,22,27,26,East,-2
4,18,0,1,0,1,1,5,10,11,4,18,5,25,14,9,21,27,25,East,-3
5,18,0,1,0,1,1,5,9,11,3,18,5,25,14,9,21,26,23,East,-4
4,18,0,1,0,1,1,5,8,11,4,17,5,25,15,11,21,26,24,West,-5
3,18,0,1,0,1,1,5,8,11,5,17,5,25,15,12,21,27,26,West,-6
2,18,0,1,0,1,1,5,7,11,4,17,6,25,14,14,23,27,26,West,-7
1,18,0,1,1,0,1,5,7,11,3,16,6,24,14,15,25,27,28,West,-8
1,17,1,0,1,0,1,5,6,11,4,17,6,25,14,15,23,27,27,South,-9
1,16,1,1,1,0,1,5,7,11,3,17,5,25,14,13,23,27,25,South,-10
2,16,0,1,1,1,1,6,7,10,3,17,5,24,14,13,21,26,23,East,-11
3,16,0,1,1,1,1,6,8,9,3,17,6,23,14,11,19,24,21,East,-12
4,16,0,1,1,1,1,6,7,8,3,17,6,23,15,11,17,23,19,East,-13
5,16,0,1,1,1,1,6,8,8,3,18,6,23,16,9,16,23,19,East,-14
6,16,0,1,1,1,1,6,8,8,4,18,6,23,15,8,14,22,17,East,-15
6,15,1,1,1,1,1,6,8,8,5,19,6,23,16,7,12,22,18,South,-16
6,14,1,1,0,1,1,5,8,9,5,19,5,23,16,7,12,22,19,South,-17
5,14,1,1,0,1,1,4,8,10,5,18,5,23,16,7,14,22,20,West,-18
4,14,1,1,0,1,1,5,8,9,5,19,5,23,16,7,14,24,20,West,-19
3,14,1,1,0,1,1,5,7,8,5,19,5,23,15,9,14,25,21,West,-20
2,14,1,1,0,1,1,5,7,8,4,18,5,23,15,10,16,25,21,West,-21
1,14,1,1,1,0,1,5,7,8,3,18,4,22,15,11,18,27,21,West,-22
1,13,1,0,1,0,1,5,6,9,3,18,5,22,14,11,18,25,23,South,-23
1,12,1,1,1,0,1,4,6,9,3,19,5,23,14,9,17,25,23,South,-24
2,12,0,1,0,1,1,4,7,9,3,19,4,22,14,7,16,25,21,East,-25
3,12,0,1,0,1,1,5,7,9,3,19,3,22,13,7,15,25,21,East,-26
4,12,0,1,0,1,1,5,8,9,3,20,3,23,13,5,14,25,19,East,-27
5,12,0,1,0,1,1,5,8,9,4,20,3,22,13,4,12,24,19,East,-28
4,12,0,1,0,1,1,5,7,9,5,21,3,23,13,6,12,26,21,West,-29
3,12,0,1,0,1,1,4,7,9,4,21,4,23,14,6,14,26,23,West,-30
2,12,0,1,0,1,1,4,6,10,4,20,4,23,15,8,16,26,23,West,-31
1,12,1,1,1,0,1,4,5,11,4,21,4,23,14,10,18,28,25,West,-32
1,11,1,0,1,0,1,4,4,11,5,21,3,24,14,10,16,28,25,South,-33
1,10,1,0,1,0,1,4,4,11,4,21,4,23,14,9,16,26,26,South,-34
1,9,1,0,1,0,1,5,4,11,3,21,3,23,14,9,16,26,28,South,-35
1,8,1,0,1,0,1,4,4,10,3,21,4,24,14,7,14,24,28,South,-36
1,7,1,0,1,0,1,3,4,10,3,20,4,23,14,5,13,22,30,South,-37
1,6,1,1,1,0,1,3,5,9,3,19,4,23,15,3,11,20,32,South,-38
2,6,0,1,1,1,1,2,5,8,3,20,4,23,16,1,9,20,30,East,-39
2,5,1,1,1,1,1,1,1,7,3,21,4,23,15,-1,7,20,31,South,160
3,5,1,1,1,1,1,1,1,8,3,21,3,23,15,-1,7,20,31,East,159
4,5,1,1,1,1,1,1,1,8,4,22,3,23,16,-1,5,20,29,East,158
5,5,1,0,1,1,1,1,1,8,4,21,3,23,15,-1,4,18,29,East,157
5,4,1,0,1,1,1,1,1,8,3,21,4,23,16,-1,4,16,30,South,156
5,3,1,1,0,1,1,1,1,8,4,20,4,23,16,-1,4,16,30,South,155
6,3,0,1,0,1,1,1,1,9,4,20,4,23,15,-1,4,15,28,East,154
7,3,0,1,0,1,1,1,1,9,3,19,4,23,14,-1,2,13,26,East,153
8,3,1,1,0,1,1,1,1,9,4,19,4,23,13,-1,2,12,24,East,152
9,3,1,1,0,1,1,1,1,10,4,18,4,22,13,-1,2,10,23,East,151
10,3,1,1,0,1,1,1,1,10,4,18,3,22,13,-1,1,8,23,East,150
10,4,1,1,1,1,1,1,1,3,1,19,3,23,13,-1,-1,10,23,North,349
9,4,1,1,1,1,1,1,1,3,1,18,3,23,14,-1,-1,10,23,West,348
9,3,1,1,0,1,1,1,1,3,1,17,3,23,13,-1,-1,8,23,South,347
10,3,1,1,0,1,1,1,1,3,1,16,3,22,13,-1,-1,6,23,East,346
11,3,1,0,0,1,1,1,1,3,1,15,3,23,13,-1,-1,4,22,East,345
11,4,1,0,1,1,1,1,1,3,1,14,3,23,13,-1,-1,4,21,North,344
11,5,1,0,1,1,1,1,1,3,1,13,3,23,13,-1,-1,4,20,North,343
11,6,1,0,1,1,1,1,1,3,1,13,4,23,13,-1,-1,4,20,North,342
11,7,1,0,1,1,1,1,1,3,1,13,4,23,14,-1,-1,5,18,North,341
11,8,1,0,1,1,1,1,1,3,1,13,5,22,14,-1,-1,5,17,North,340
11,9,1,0,1,1,1,1,1,3,1,13,5,22,14,-1,-1,6,17,North,339
11,10,1,0,1,1,1,1,1,3,1,13,5,22,15,-1,-1,7,15,North,338
11,11,1,0,1,1,1,1,1,3,1,13,4,21,15,-1,-1,9,15,North,337
11,12,0,1,1,1,1,1,1,3,1,13,4,22,15,-1,-1,10,15,North,336
12,12,0,1,0,1,1,1,1,3,1,13,3,23,15,-1,-1,10,13,East,335
13,12,0,1,1,1,1,1,1,3,1,13,4,22,15,-1,-1,8,12,East,334
13,11,1,1,1,0,1,1,1,3,1,13,4,22,15,-1,-1,7,14,South,333
13,10,1,1,1,0,1,1,1,3,1,13,5,23,15,-1,-1,5,14,South,332
13,9,1,1,1,0,1,1,1,3,1,14,5,23,14,-1,-1,5,15,South,331
14,9,1,0,1,1,1,1,1,3,1,14,5,23,14,-1,-1,4,13,East,330
14,8,1,1,1,1,1,1,1,3,1,14,6,22,14,-1,-1,2,15,South,329
14,7,1,0,1,1,1,1,1,3,1,15,6,23,14,-1,-1,2,16,South,328
14,6,1,1,1,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,18,South,527
15,6,0,1,0,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,18,East,526
16,6,0,1,0,1,1,1,1,3,1,5,1,25,14,-1,-1,-1,16,East,525
17,6,0,1,1,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,16,East,524
18,6,0,1,1,1,1,1,1,3,1,5,1,24,15,-1,-1,-1,14,East,523
19,6,0,1,1,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,12,East,522
20,6,0,1,1,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,10,East,521
21,6,0,1,0,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,10,East,520
22,6,0,1,0,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,8,East,519
23,6,1,1,1,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,8,East,518
23,7,1,1,1,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,6,North,517
23,8,1,1,1,1,1,1,1,3,1,5,1,23,13,-1,-1,-1,6,North,516
23,9,1,1,1,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,6,North,515
23,10,1,1,1,1,1,1,1,3,1,5,1,23,15,-1,-1,-1,5,North,514
23,11,0,1,1,1,1,1,1,3,1,5,1,23,15,-1,-1,-1,5,North,513
22,11,0,1,1,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,3,West,512
23,11,0,1,1,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,5,East,511
24,11,0,1,1,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,7,East,510
25,11,0,0,1,1,1,1,1,3,1,5,1,21,15,-1,-1,-1,9,East,509
25,10,1,0,1,1,1,1,1,3,1,5,1,20,15,-1,-1,-1,10,South,508
25,9,1,0,1,1,1,1,1,3,1,5,1,20,15,-1,-1,-1,10,South,507
25,8,1,0,1,1,1,1,1,3,1,5,1,21,15,-1,-1,-1,12,South,506
25,7,1,0,1,1,1,1,1,3,1,5,1,21,16,-1,-1,-1,14,South,505
25,6,1,0,1,1,1,1,1,3,1,5,1,20,16,-1,-1,-1,15,South,504
25,5,1,0,1,1,1,1,1,3,1,5,1,20,16,-1,-1,-1,17,South,503
25,4,1,0,1,1,1,1,1,3,1,5,1,20,17,-1,-1,-1,17,South,502
25,3,1,0,0,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,19,South,501
24,3,1,1,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,18,West,500
23,3,1,1,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,18,West,499
22,3,1,1,0,1,1,1,1,3,1,5,1,20,18,-1,-1,-1,16,West,498
21,3,1,1,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,14,West,497
21,4,0,1,1,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,13,North,496
22,4,0,1,1,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,14,East,495
23,4,1,1,1,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,15,East,494
23,5,1,1,1,0,1,1,1,3,1,5,1,21,17,-1,-1,-1,15,North,493
23,6,1,1,1,1,1,1,1,3,1,5,1,20,17,-1,-1,-1,13,North,492
22,6,0,1,0,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,13,West,491
21,6,0,1,0,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,13,West,490
20,6,0,1,1,1,1,1,1,3,1,5,1,22,18,-1,-1,-1,15,West,489
19,6,0,1,1,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,17,West,488
18,6,0,1,1,1,1,1,1,3,1,5,1,24,18,-1,-1,-1,17,West,487
17,6,0,1,1,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,18,West,486
16,6,0,1,0,1,1,1,1,3,1,5,1,23,18,-1,-1,-1,18,West,485
15,6,0,1,0,1,1,1,1,3,1,5,1,22,18,-1,-1,-1,18,West,484
14,6,1,1,1,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,19,West,483
14,7,1,0,1,1,1,1,1,3,1,5,1,21,18,-1,-1,-1,17,North,482
14,8,1,1,1,1,1,1,1,3,1,5,1,21,17,-1,-1,-1,15,North,481
15,8,0,1,0,1,1,1,1,3,1,5,1,21,16,-1,-1,-1,14,East,480
16,8,0,1,0,1,1,1,1,3,1,5,1,21,16,-1,-1,-1,12,East,479
17,8,0,1,0,1,1,1,1,3,1,5,1,20,16,-1,-1,-1,12,East,478
18,8,0,1,0,1,1,1,1,3,1,5,1,21,16,-1,-1,-1,11,East,477
19,8,0,1,0,1,1,1,1,3,1,5,1,21,16,-1,-1,-1,9,East,476
20,8,0,1,0,1,1,1,1,3,1,5,1,20,16,-1,-1,-1,8,East,475
19,8,0,1,0,1,1,1,1,3,1,5,1,20,16,-1,-1,-1,10,West,474
18,8,0,1,0,1,1,1,1,3,1,5,1,20,17,-1,-1,-1,11,West,473
17,8,0,1,0,1,1,1,1,3,1,5,1,20,17,-1,-1,-1,12,West,472
16,8,0,1,0,1,1,1,1,3,1,5,1,20,17,-1,-1,-1,14,West,471
15,8,0,1,0,1,1,1,1,3,1,5,1,20,18,-1,-1,-1,14,West,470
14,8,1,1,1,1,1,1,1,3,1,5,1,19,18,-1,-1,-1,14,West,469
14,9,1,0,1,1,1,1,1,3,1,5,1,18,18,-1,-1,-1,14,North,468
14,10,1,1,1,1,1,1,1,3,1,5,1,19,18,-1,-1,-1,12,North,467
15,10,1,1,0,1,1,1,1,3,1,5,1,18,18,-1,-1,-1,12,East,466
16,10,1,1,0,1,1,1,1,3,1,5,1,19,18,-1,-1,-1,12,East,465
17,10,1,1,0,1,1,1,1,3,1,5,1,20,18,-1,-1,-1,11,East,464
18,10,1,1,0,1,1,1,1,3,1,5,1,20,18,-1,-1,-1,9,East,463
19,10,1,1,0,1,1,1,1,3,1,5,1,19,18,-1,-1,-1,9,East,462
19,11,1,1,1,1,1,1,1,3,1,5,1,18,18,-1,-1,-1,9,North,461
18,11,1,1,1,1,1,1,1,3,1,5,1,17,18,-1,-1,-1,7,West,460
17,11,1,1,1,1,1,1,1,3,1,5,1,17,17,-1,-1,-1,7,West,459
17,12,1,1,1,1,1,1,1,3,1,5,1,16,17,-1,-1,-1,5,North,458
16,12,0,1,1,1,1,1,1,3,1,5,1,17,17,-1,-1,-1,6,West,457
15,12,0,1,1,1,1,1,1,3,1,5,1,17,17,-1,-1,-1,8,West,456
14,12,1,1,1,1,1,1,1,3,1,5,1,18,17,-1,-1,-1,8,West,455
14,13,1,0,1,0,1,1,1,3,1,5,1,17,17,-1,-1,-1,8,North,454
14,14,1,1,1,1,1,1,1,3,1,5,1,17,18,-1,-1,-1,7,North,453
15,14,1,1,0,1,1,1,1,3,1,5,1,17,18,-1,-1,-1,7,East,452
16,14,1,1,0,1,1,1,1,3,1,5,1,18,18,-1,-1,-1,6,East,451
17,14,1,1,1,1,1,1,1,3,1,5,1,18,18,-1,-1,-1,4,East,450
18,14,0,1,1,1,1,1,1,3,1,5,1,18,17,-1,-1,-1,4,East,449
19,14,0,1,1,1,1,1,1,3,1,5,1,18,18,-1,-1,-1,6,East,448
20,14,1,0,1,1,1,1,1,3,1,5,1,17,18,-1,-1,-1,8,East,447
20,15,1,1,1,0,1,1,1,3,1,5,1,16,18,-1,-1,-1,8,North,446
20,16,1,1,1,0,1,1,1,3,1,5,1,15,18,-1,-1,-1,6,North,445
20,17,1,1,1,1,1,1,1,3,1,5,1,15,17,-1,-1,-1,6,North,444
19,17,1,1,0,1,1,1,1,3,1,5,1,15,18,-1,-1,-1,5,West,443
18,17,1,1,0,1,1,1,1,3,1,5,1,15,18,-1,-1,-1,4,West,442
17,17,1,1,1,1,1,1,1,3,1,5,1,15,18,-1,-1,-1,3,West,441
16,17,1,1,1,1,1,1,1,3,1,5,1,15,18,-1,-1,-1,1,West,440
15,17,1,1,1,1,1,1,1,3,1,5,1,16,18,-1,-1,-1,1,West,439
15,18,0,1,1,1,1,1,1,3,1,5,1,16,17,-1,-1,-1,2,North,438
